"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"TMEM198";"ENSG00000188760";"protein_coding";2;219543663;219550595;0.010039;-1.284071764;7.033298312;NA
"TMEM199";"ENSG00000244045";"protein_coding";17;28357581;28363683;0.009861;-1.205762405;8.969225105;0.037723117
"TMEM2";"ENSG00000135048";"protein_coding";9;71683366;71816690;0.00830879817015292;-0.025979257;9.968435628;-0.519068863
"TMEM200A";"ENSG00000164484";"protein_coding";6;130365734;130443063;0.01237;-0.397581168;5.852525972;0.138592521
"TMEM200B";"ENSG00000253304";"protein_coding";1;29119428;29123935;0.003014;0;7.462989177;NA
"TMEM200C";"ENSG00000206432";"protein_coding";18;5882072;5895955;0.009445;-2.16562359;1.24242279;NA
"TMEM201";"ENSG00000188807";"protein_coding";1;9588922;9614873;0.008925;-0.432456624;8.507286679;NA
"TMEM202";"ENSG00000187806";"protein_coding";15;72398273;72408029;0.011063;0;NA;NA
"TMEM203";"ENSG00000187713";"protein_coding";9;137204082;137205638;0.028534;0;9.801501843;NA
"TMEM204";"ENSG00000131634";"protein_coding";16;1528688;1555580;0.026222;0;8.208336353;-0.015054575
"TMEM205";"ENSG00000105518";"protein_coding";19;11342776;11346518;0.005341;-2.262165099;11.31161624;NA
"TMEM206";"ENSG00000065600";"protein_coding";1;212363931;212414901;0.008731;0;7.678508921;0.016115318
"TMEM207";"ENSG00000198398";"protein_coding";3;190428655;190449876;0.02852;0;NA;-0.048133719
"TMEM208";"ENSG00000168701";"protein_coding";16;67227103;67229278;0.003498;0;9.462130608;-0.537289922
"TMEM209";"ENSG00000146842";"protein_coding";7;130164715;130207770;0.020641;-1.330455195;8.908223242;-0.503620574
"TMEM210";"ENSG00000185863";"protein_coding";9;137170858;137172409;0.028534;NA;NA;NA
"TMEM211";"ENSG00000206069";"protein_coding";22;24934954;24946695;0.014058;-3.570433172;NA;NA
"TMEM212";"ENSG00000186329";"protein_coding";3;171843349;171938715;0.084161152507496;NA;-0.05138348;NA
"TMEM213";"ENSG00000214128";"protein_coding";7;138797952;138838101;0.029418;0;1.209242779;NA
"TMEM214";"ENSG00000119777";"protein_coding";2;27032910;27041695;0.01367;0;11.74071872;0.013552487
"TMEM215";"ENSG00000188133";"protein_coding";9;32783499;32787399;0.015326;-0.633841075;-0.075692627;NA
"TMEM216";"ENSG00000187049";"protein_coding";11;61391687;61398863;0.014851;0;8.099824636;-0.612550816
"TMEM217";"ENSG00000172738";"protein_coding";6;37212180;37258155;0.008238;-1.659230754;4.049303467;0.942576929
"TMEM218";"ENSG00000150433";"protein_coding";11;125096545;125111763;0.025098;0;8.474473755;NA
"TMEM219";"ENSG00000149932";"protein_coding";16;29940885;29973052;0.002977;0;11.26389163;1.695581984
"TMEM220";"ENSG00000187824";"protein_coding";17;10699015;10730316;0.016186;-1.8415459;8.919757247;-0.239890556
"TMEM221";"ENSG00000188051";"protein_coding";19;17435509;17448567;0.008071;NA;NA;NA
"TMEM222";"ENSG00000186501";"protein_coding";1;27322145;27336400;0.005056;0;10.31855826;NA
"TMEM223";"ENSG00000168569";"protein_coding";11;62771629;62792021;0.01357;-1.522135619;8.698383812;NA
"TMEM225";"ENSG00000204300";"protein_coding";11;123882926;123885642;0.027901;-0.732171209;NA;0.07537337
"TMEM225B";"ENSG00000244219";"protein_coding";7;99598066;99610813;0.041941;NA;NA;NA
"TMEM229A";"ENSG00000234224";"protein_coding";7;124030916;124033023;0.019954;NA;0.801507036;NA
"TMEM229B";"ENSG00000198133";"protein_coding";14;67447084;67533739;0.005724;0;7.963113131;-0.230463139
"TMEM230";"ENSG00000089063";"protein_coding";20;5068232;5113103;0.005952;NA;NA;0.393608121
"TMEM231";"ENSG00000205084";"protein_coding";16;75536744;75556286;0.004173;0;7.995040586;NA
"TMEM232";"ENSG00000186952";"protein_coding";5;110289233;110738956;0.00809315808162916;NA;4.107345357;NA
"TMEM233";"ENSG00000224982";"protein_coding";12;119593459;119643066;0.036471;NA;1.794401422;3.160792767
"TMEM234";"ENSG00000160055";"protein_coding";1;32214472;32222359;0.025713;NA;NA;0.506459851
"TMEM235";"ENSG00000204278";"protein_coding";17;78231310;78240987;0.029723;NA;NA;NA
"TMEM236";"ENSG00000148483";"protein_coding";10;17752252;17800868;0.00954;NA;NA;0.167904659
"TMEM237";"ENSG00000155755";"protein_coding";2;201620184;201643570;0.020312;NA;NA;-0.573732039
"TMEM238";"ENSG00000233493";"protein_coding";19;55379245;55384598;0.034732;NA;NA;NA
"TMEM238L";"ENSG00000263429";"protein_coding";17;10794913;10804099;0.016186;NA;NA;NA
"TMEM239";"ENSG00000198326";"protein_coding";20;2816302;2820284;0.003392;NA;NA;NA
"TMEM240";"ENSG00000205090";"protein_coding";1;1535174;1540453;NA;NA;NA;NA
"TMEM241";"ENSG00000134490";"protein_coding";18;23197144;23437961;0.00171783620029884;NA;NA;-0.132188255
"TMEM242";"ENSG00000215712";"protein_coding";6;157289386;157323601;0.003356;NA;NA;-2.555470224
"TMEM243";"ENSG00000135185";"protein_coding";7;87196160;87220587;0.036884;NA;NA;-0.532932712
"TMEM244";"ENSG00000203756";"protein_coding";6;129831244;129861547;0.01237;NA;NA;0.767496322
"TMEM245";"ENSG00000106771";"protein_coding";9;109015152;109119945;0.02473;NA;NA;1.579521763
"TMEM246";"ENSG00000165152";"protein_coding";9;101473171;101533537;0.01742;NA;NA;0.048398281
"TMEM247";"ENSG00000284701";"protein_coding";2;46479565;46484425;0.00836756004953938;NA;NA;NA
"TMEM248";"ENSG00000106609";"protein_coding";7;66921225;66958551;0.016596;NA;NA;NA
"TMEM249";"ENSG00000261587";"protein_coding";8;144352219;144354914;0.05472;NA;NA;NA
"TMEM25";"ENSG00000149582";"protein_coding";11;118531041;118547280;0.018829;-0.005071941;9.708581184;-0.455691268
"TMEM250";"ENSG00000238227";"protein_coding";9;136114581;136118863;0.038109;NA;NA;NA
"TMEM251";"ENSG00000153485";"protein_coding";14;93184951;93187089;0.010811;NA;NA;NA
"TMEM252";"ENSG00000181778";"protein_coding";9;68536580;68540867;NA;NA;NA;NA
"TMEM253";"ENSG00000232070";"protein_coding";14;21098937;21103724;0.003922;NA;NA;NA
"TMEM254";"ENSG00000133678";"protein_coding";10;80078646;80092557;0.011939;NA;NA;0.560330808
"TMEM255A";"ENSG00000125355";"protein_coding";23;120258650;120311556;0.011239;NA;NA;NA
"TMEM255B";"ENSG00000184497";"protein_coding";13;113759240;113816995;0.017847;NA;NA;NA
"TMEM256";"ENSG00000205544";"protein_coding";17;7402975;7404137;0.000697;NA;NA;-0.001648629
"TMEM256-PLSCR3";"ENSG00000262481";"protein_coding";17;7389734;7404097;0.000697;NA;NA;1.965332875
"TMEM258";"ENSG00000134825";"protein_coding";11;61768501;61792802;0.011459;NA;NA;NA
"TMEM259";"ENSG00000182087";"protein_coding";19;1009648;1021179;0.006988;NA;NA;-0.089170712
"TMEM26";"ENSG00000196932";"protein_coding";10;61406643;61453450;0.023896;-0.231858163;7.018553746;NA
"TMEM260";"ENSG00000070269";"protein_coding";14;56488354;56650606;0.003857;NA;NA;NA
"TMEM262";"ENSG00000187066";"protein_coding";11;65084979;65089375;NA;NA;NA;NA
"TMEM263";"ENSG00000151135";"protein_coding";12;106955719;106978778;0.041658;NA;NA;-0.639882404
"TMEM265";"ENSG00000281991";"protein_coding";16;30740381;30744281;0.002977;NA;NA;NA
"TMEM266";"ENSG00000169758";"protein_coding";15;76059837;76229121;0.007242;NA;NA;NA
"TMEM267";"ENSG00000151881";"protein_coding";5;43444252;43483893;0.024756;NA;NA;NA
"TMEM268";"ENSG00000157693";"protein_coding";9;114611206;114646422;0.036095;NA;NA;NA
"TMEM269";"ENSG00000274386";"protein_coding";1;42785007;42816619;0.001709;NA;NA;NA
"TMEM27";"ENSG00000147003";"protein_coding";23;15627318;15665031;0.056222;0;5.154294899;-0.286393866
"TMEM270";"ENSG00000175877";"protein_coding";7;73861159;73865893;0.033269;NA;NA;NA
"TMEM272";"ENSG00000281106";"protein_coding";13;51813347;51845175;0;NA;NA;NA
"TMEM30A";"ENSG00000112697";"protein_coding";6;75252924;75284968;0.003324;-0.775800576;11.91863558;-1.490330512
"TMEM30B";"ENSG00000182107";"protein_coding";14;61277370;61281840;0.009149;0;11.15618343;NA
"TMEM31";"ENSG00000179363";"protein_coding";23;103710909;103714028;0.007834;-1.240505055;0.808689781;-0.061799513
"TMEM33";"ENSG00000109133";"protein_coding";4;41935120;41960572;0.008327;0;10.8549123;-0.557491531
"TMEM35A";"ENSG00000126950";"protein_coding";23;101078720;101096364;0.002399;NA;NA;NA
"TMEM35B";"ENSG00000243749";"protein_coding";1;34981535;34985353;0;NA;NA;NA
"TMEM37";"ENSG00000171227";"protein_coding";2;119429901;119438520;0.015645;0;5.339597128;NA
"TMEM38A";"ENSG00000072954";"protein_coding";19;16661127;16690029;0.013184;-0.41867376;7.221274624;0.12821444
"TMEM38B";"ENSG00000095209";"protein_coding";9;105694544;105776612;0.035702;0;7.601949564;1.981969493
"TMEM39A";"ENSG00000176142";"protein_coding";3;119429500;119468830;0.014573;-0.972731198;9.134467143;0.852263856
"TMEM39B";"ENSG00000121775";"protein_coding";1;32072031;32102866;0.025713;-0.922778985;8.041031705;NA
"TMEM40";"ENSG00000088726";"protein_coding";3;12733525;12769457;0.005291;0;3.539873287;NA
"TMEM41A";"ENSG00000163900";"protein_coding";3;185476496;185499057;0.032635;0;9.455510317;-0.084060893
"TMEM41B";"ENSG00000166471";"protein_coding";11;9280654;9314780;0.003456;-1.739260762;10.02375642;2.127341853
"TMEM42";"ENSG00000169964";"protein_coding";3;44861869;44865670;0.000948;0;8.491214929;-0.260290219
"TMEM43";"ENSG00000170876";"protein_coding";3;14124940;14143679;0.008325;0;10.76823067;0.049348945
"TMEM44";"ENSG00000145014";"protein_coding";3;194587673;194633689;0.025569;0;7.483013658;-1.011433557
"TMEM45A";"ENSG00000181458";"protein_coding";3;100492619;100577444;0.018289;-1.535038019;6.595085822;0.951687459
"TMEM45B";"ENSG00000151715";"protein_coding";11;129815819;129860003;0.0283160346749499;-1.322023501;8.856141546;NA
"TMEM47";"ENSG00000147027";"protein_coding";23;34627064;34657288;0.023889;0;9.628025537;0.560330808
"TMEM5";"ENSG00000118600";"protein_coding";12;63779803;63809558;0.019783;-0.093260681;8.602302526;-0.135357134
"TMEM50A";"ENSG00000183726";"protein_coding";1;25337917;25362361;0.007031;-1.945236576;11.53909267;-0.308179915
"TMEM50B";"ENSG00000142188";"protein_coding";21;33432485;33480011;0.013653;0;10.3608989;-1.040349585
"TMEM51";"ENSG00000171729";"protein_coding";1;15152532;15220480;0.009142;0;7.939193787;0.429614517
"TMEM52";"ENSG00000178821";"protein_coding";1;1917590;1919273;NA;0;5.509894621;NA
"TMEM52B";"ENSG00000165685";"protein_coding";12;10170542;10191801;0.007009;NA;NA;1.109735337
"TMEM53";"ENSG00000126106";"protein_coding";1;44635238;44674555;0.005078;0;7.775312352;0.515174271
"TMEM54";"ENSG00000121900";"protein_coding";1;32894594;32901438;NA;0;10.46264464;NA
"TMEM56";"ENSG00000152078";"protein_coding";1;95117338;95197607;0;-0.778381156;8.981904584;-0.384470695
"TMEM56-RWDD3";"ENSG00000271092";"protein_coding";1;95117923;95247225;0;NA;NA;0.140335405
"TMEM57";"ENSG00000204178";"protein_coding";1;25430858;25500209;0.007031;-1.447918733;10.44659411;-0.304298037
"TMEM59";"ENSG00000116209";"protein_coding";1;54026681;54053504;0.003058;0;13.11672665;0.058657529
"TMEM59L";"ENSG00000105696";"protein_coding";19;18607430;18621039;0.003873;-1.172270993;4.922499263;NA
"TMEM60";"ENSG00000135211";"protein_coding";7;77793728;77798580;0.035533;0;8.271301213;0.628065613
"TMEM61";"ENSG00000143001";"protein_coding";1;54980792;54992293;0.006039;-0.65731335;5.799806881;NA
"TMEM62";"ENSG00000137842";"protein_coding";15;43123279;43185146;0.006042;-0.394246572;8.521181866;NA
"TMEM63A";"ENSG00000196187";"protein_coding";1;225845536;225882369;0.008753;0;10.85994019;-1.169085326
"TMEM63B";"ENSG00000137216";"protein_coding";6;44126914;44155519;0.013531;-0.438298782;10.22999004;0.843153327
"TMEM63C";"ENSG00000165548";"protein_coding";14;77116568;77259495;0;-0.132924148;4.148207356;NA
"TMEM64";"ENSG00000180694";"protein_coding";8;90621995;90791632;0.086977;0;9.238992885;NA
"TMEM65";"ENSG00000164983";"protein_coding";8;124306189;124372692;0.076257;0;7.810301982;0.985752916
"TMEM67";"ENSG00000164953";"protein_coding";8;93754844;93819234;0.101845;-0.004257852;7.038883369;2.194680548
"TMEM68";"ENSG00000167904";"protein_coding";8;55696424;55773407;0.054518;0;8.77511907;0.02700042
"TMEM69";"ENSG00000159596";"protein_coding";1;45687214;45694443;0.007503;-1.29289619;9.362412859;-0.368428241
"TMEM70";"ENSG00000175606";"protein_coding";8;73972437;73982783;0.05903;0;8.858034544;0.415354558
"TMEM71";"ENSG00000165071";"protein_coding";8;132685007;132760712;0.068788;-1.873257636;3.555808785;NA
"TMEM72";"ENSG00000187783";"protein_coding";10;44911200;44937002;0.014393;-0.516427619;NA;NA
"TMEM74";"ENSG00000164841";"protein_coding";8;108606850;108787615;0.07589;0;0.976411753;-0.146963157
"TMEM74B";"ENSG00000125895";"protein_coding";20;1180561;1185415;NA;NA;NA;NA
"TMEM78";"ENSG00000177800";"protein_coding";1;229249636;229251810;0.00675;NA;NA;NA
"TMEM79";"ENSG00000163472";"protein_coding";1;156282935;156293185;0.018538;-0.518314092;10.52323743;-0.933796003
"TMEM80";"ENSG00000177042";"protein_coding";11;695428;705028;0.006475;0;9.209083843;NA
"TMEM81";"ENSG00000174529";"protein_coding";1;205083129;205084460;0.023994;0;5.040484967;0.437932826
"TMEM82";"ENSG00000162460";"protein_coding";1;15742422;15747982;0.010953;0;NA;NA
"TMEM86A";"ENSG00000151117";"protein_coding";11;18693122;18704785;0.011312;0;7.797359749;0.084048178
"TMEM86B";"ENSG00000180089";"protein_coding";19;55226639;55229264;0.03321;-2.3352833;5.866829161;-1.360406442
"TMEM87A";"ENSG00000103978";"protein_coding";15;42210452;42273663;0.009719;0;12.06218454;-0.143833888
"TMEM87B";"ENSG00000153214";"protein_coding";2;112055223;112119318;0;-0.293068554;11.2524329;0.098506192
"TMEM88";"ENSG00000167874";"protein_coding";17;7855065;7856099;0.003175;0;6.005281089;NA
"TMEM88B";"ENSG00000205116";"protein_coding";1;1426128;1427787;NA;NA;NA;NA
"TMEM89";"ENSG00000183396";"protein_coding";3;48620759;48621855;0.003169;0;-0.486646494;NA
"TMEM8A";"ENSG00000129925";"protein_coding";16;370773;387113;NA;-0.131298003;11.51656023;-0.363952199
"TMEM8B";"ENSG00000137103";"protein_coding";9;35814451;35865518;0.031856;0;9.696266329;0.338865723
"TMEM9";"ENSG00000116857";"protein_coding";1;201134772;201171574;0.009853;0;11.49666284;-0.654538473
"TMEM91";"ENSG00000142046";"protein_coding";19;41350911;41384083;0.005366;0;6.460054472;NA
"TMEM92";"ENSG00000167105";"protein_coding";17;50271406;50281485;0.036611;-1.005421991;2.768556048;-0.84031405
"TMEM94";"ENSG00000177728";"protein_coding";17;75441159;75500090;0.047274;NA;NA;NA
"TMEM95";"ENSG00000182896";"protein_coding";17;7355123;7357219;0.000697;0;NA;NA
"TMEM97";"ENSG00000109084";"protein_coding";17;28319095;28328685;0.009861;0;9.477157678;-0.353574117
"TMEM98";"ENSG00000006042";"protein_coding";17;32927910;32945106;0.00554920544884279;0;11.09346169;NA
"TMEM99";"ENSG00000167920";"protein_coding";17;40819106;40836274;0.00163;-0.06104713;8.661024243;NA
"TMEM9B";"ENSG00000175348";"protein_coding";11;8947294;8965011;0.005031;0;10.23621902;-0.465990127
"TMF1";"ENSG00000144747";"protein_coding";3;69019827;69052303;0.002693;-0.937758269;10.21571095;0.113320705
"TMIE";"ENSG00000181585";"protein_coding";3;46701333;46710886;0.003076;-1.138773252;2.09299945;-1.676106089
"TMIGD1";"ENSG00000182271";"protein_coding";17;30316333;30334059;0.013553;0;NA;-0.535705482
"TMIGD2";"ENSG00000167664";"protein_coding";19;4292232;4302431;0.008687;-1.096923316;1.335068635;0.486654353
"TMIGD3";"ENSG00000121933";"protein_coding";1;111483348;111563962;0.008173;NA;NA;0.280122614
"TMLHE";"ENSG00000185973";"protein_coding";23;155490115;155669944;NA;0;5.193631847;0.261822333
"TMOD1";"ENSG00000136842";"protein_coding";9;97501180;97601748;0.0180692542256135;0;8.558789019;0.247998095
"TMOD2";"ENSG00000128872";"protein_coding";15;51751561;51816368;0.006031;-0.871586762;7.716250644;0.502498752
"TMOD3";"ENSG00000138594";"protein_coding";15;51829628;51947295;0.006031;-1.160894158;9.99684784;-2.166886343
"TMOD4";"ENSG00000163157";"protein_coding";1;151169986;151176284;0.073164;0;0.933413389;0.162596786
"TMPO";"ENSG00000120802";"protein_coding";12;98515512;98550379;0.054924;0;9.530727562;-0.27819439
"TMPPE";"ENSG00000188167";"protein_coding";3;33090421;33096801;0.008202;0;4.851422186;NA
"TMPRSS11A";"ENSG00000187054";"protein_coding";4;67909385;67964140;0.016797;0;0.938000712;-0.70524055
"TMPRSS11B";"ENSG00000185873";"protein_coding";4;68226653;68245720;0.017244;-0.389997008;NA;0.501706532
"TMPRSS11D";"ENSG00000153802";"protein_coding";4;67820876;67884032;0.0147385;-5.656372691;0.378374408;-0.143279334
"TMPRSS11E";"ENSG00000087128";"protein_coding";4;68447449;68497604;0.02041;0;NA;-0.385936302
"TMPRSS11F";"ENSG00000198092";"protein_coding";4;68053198;68129880;0.017244;-0.243569881;0.666583935;0.650247771
"TMPRSS12";"ENSG00000186452";"protein_coding";12;50842920;50887884;0.006447;0;-0.754407509;-0.601459737
"TMPRSS13";"ENSG00000137747";"protein_coding";11;117900643;117929459;0.023896;0;5.70344025;0.646286671
"TMPRSS15";"ENSG00000154646";"protein_coding";21;18269116;18485879;0.01943;-0.09871509;-0.355051584;-0.398255322
"TMPRSS2";"ENSG00000184012";"protein_coding";21;41464551;41531116;0.012321;-6.875271632;14.59441202;1.717368033
"TMPRSS3";"ENSG00000160183";"protein_coding";21;42371890;42396846;0.019991;0;4.402606746;-2.055183331
"TMPRSS4";"ENSG00000137648";"protein_coding";11;118077012;118121890;0.02417446251722;0;4.696472548;-0.087705105
"TMPRSS5";"ENSG00000166682";"protein_coding";11;113687550;113706373;0.010017;-2.677637007;2.105447344;-0.169581036
"TMPRSS6";"ENSG00000187045";"protein_coding";22;37065436;37109563;0.015099;-1.559369518;1.459292819;1.06972823
"TMPRSS7";"ENSG00000176040";"protein_coding";3;112034843;112081269;0.017961;-0.004781312;-0.060869354;NA
"TMPRSS9";"ENSG00000178297";"protein_coding";19;2389771;2426239;0.00824272187109715;-0.008191963;0.558978561;0.15083232
"TMSB10";"ENSG00000034510";"protein_coding";2;84905625;84906675;0.01894;0;12.82422984;-0.201190612
"TMSB15A";"ENSG00000158164";"protein_coding";23;102513676;102516784;0.002373;0;8.992514497;0.189888763
"TMSB15B";"ENSG00000158427";"protein_coding";23;103918896;103966712;0.007834;0;4.761746606;-0.037533816
"TMSB4X";"ENSG00000205542";"protein_coding";23;12975108;12977227;0.032307;0;NA;-0.107470993
"TMSB4Y";"ENSG00000154620";"protein_coding";23;13703567;13706024;0.032307;0;6.314308688;0.607864004
"TMTC1";"ENSG00000133687";"protein_coding";12;29500840;29784759;0.02318;0;8.373699607;-0.18443516
"TMTC2";"ENSG00000179104";"protein_coding";12;82686880;83134870;0.029415;-0.100866518;8.990556694;NA
"TMTC3";"ENSG00000139324";"protein_coding";12;88142296;88199887;0.03119;0;9.268715217;-0.027298334
"TMTC4";"ENSG00000125247";"protein_coding";13;100603927;100675093;0.011649;-0.293838317;9.970643953;0.308365255
"TMUB1";"ENSG00000164897";"protein_coding";7;151081080;151083546;0.035234;0;9.675644826;-0.267816309
"TMUB2";"ENSG00000168591";"protein_coding";17;44186970;44191731;NA;0;9.8958681;0.166240997
"TMX1";"ENSG00000139921";"protein_coding";14;51240162;51257546;0.010676;0;9.511369463;0.727885325
"TMX2";"ENSG00000213593";"protein_coding";11;57712600;57740973;0.002555;-0.484323105;11.06084368;-0.578089249
"TMX2-CTNND1";"ENSG00000254462";"protein_coding";11;57712605;57791586;0.002555;NA;NA;-0.090715541
"TMX3";"ENSG00000166479";"protein_coding";18;68673688;68715298;0.001158;-0.052398431;9.686177443;-1.083129462
"TMX4";"ENSG00000125827";"protein_coding";20;7977348;8019829;0.020714;0;10.2085521;2.776566095
"TNC";"ENSG00000041982";"protein_coding";9;115019578;115118257;0.041508;-0.038051045;10.78086237;-0.540458802
"TNF";"ENSG00000232810";"protein_coding";6;31575567;31578336;NA;-0.859875664;2.148534464;0.113994092
"TNFAIP1";"ENSG00000109079";"protein_coding";17;28335602;28347009;0.009861;0;9.896909599;-0.791988633
"TNFAIP2";"ENSG00000185215";"protein_coding";14;103123442;103137439;0.018645;-0.84569458;9.565908144;0.622916183
"TNFAIP3";"ENSG00000118503";"protein_coding";6;137867188;137883312;0.009388;-0.004186953;9.1304444;0.696592638
"TNFAIP6";"ENSG00000123610";"protein_coding";2;151357592;151380048;0.006222;-1.495909693;2.189082269;-0.413307501
"TNFAIP8";"ENSG00000145779";"protein_coding";5;119268692;119399688;0.021869;-0.511399288;8.656363371;-0.095627304
"TNFAIP8L1";"ENSG00000185361";"protein_coding";19;4639518;4655568;0.008687;0;5.372077495;0.140691904
"TNFAIP8L2";"ENSG00000163154";"protein_coding";1;151156629;151159749;0.073164;0;4.903182263;-0.746832097
"TNFAIP8L3";"ENSG00000183578";"protein_coding";15;51056598;51105276;0.010075;0;5.672608635;-0.279422331
"TNFRSF10A";"ENSG00000104689";"protein_coding";8;23190452;23225126;0;-0.534111651;5.746039179;-0.97617977
"TNFRSF10B";"ENSG00000120889";"protein_coding";8;23020133;23069179;0;-0.933317112;9.307589351;-0.018948336
"TNFRSF10C";"ENSG00000173535";"protein_coding";8;23084355;23117437;0;-0.502882256;4.249480304;-0.854970119
"TNFRSF10D";"ENSG00000173530";"protein_coding";8;23135588;23164030;0;-0.703085603;6.050817558;0.05671659
"TNFRSF11A";"ENSG00000141655";"protein_coding";18;62325287;62391292;0.005767;0;5.766731492;0.500122092
"TNFRSF11B";"ENSG00000164761";"protein_coding";8;118923557;118952200;0.059818;-1.12873918;4.622591589;0.34393593
"TNFRSF12A";"ENSG00000006327";"protein_coding";16;3018445;3022383;0.028863;0;7.993183867;-1.129078219
"TNFRSF13B";"ENSG00000240505";"protein_coding";17;16929816;16972118;0.018112;-1.816748101;1.279869696;-0.068533382
"TNFRSF13C";"ENSG00000159958";"protein_coding";22;41922023;41926818;0.000814;0;1.081977158;-0.410138621
"TNFRSF14";"ENSG00000157873";"protein_coding";1;2555639;2565382;NA;0;10.80283798;-0.934984333
"TNFRSF17";"ENSG00000048462";"protein_coding";16;11965107;11968068;0.016559;0;1.33207334;-0.086081054
"TNFRSF18";"ENSG00000186891";"protein_coding";1;1203508;1206691;NA;-1e-06;4.825027142;1.779953408
"TNFRSF19";"ENSG00000127863";"protein_coding";13;23570370;23676104;0.0321154481297925;0;9.597530632;1.20202896
"TNFRSF1A";"ENSG00000067182";"protein_coding";12;6328757;6342114;0.01262;-0.402970373;10.91055081;-0.001331345
"TNFRSF1B";"ENSG00000028137";"protein_coding";1;12167003;12209228;0.002371;-0.594504016;8.65129114;0.241264226
"TNFRSF21";"ENSG00000146072";"protein_coding";6;47231532;47309905;0.0161209339647299;-3.513460331;10.22375975;0.396578946
"TNFRSF25";"ENSG00000215788";"protein_coding";1;6461151;6466195;0.007265;0;5.029199589;0.0805228
"TNFRSF4";"ENSG00000186827";"protein_coding";1;1211326;1214138;NA;-1.74e-05;4.307897755;-0.127831045
"TNFRSF6B";"ENSG00000243509";"protein_coding";20;63696668;63698684;NA;-0.673901571;5.453269866;-0.122958892
"TNFRSF8";"ENSG00000120949";"protein_coding";1;12063377;12144207;0.002371;-0.616095588;2.551064786;0.035227625
"TNFRSF9";"ENSG00000049249";"protein_coding";1;7915894;7943165;0.011752;0;1.305714163;-0.034166881
"TNFSF10";"ENSG00000121858";"protein_coding";3;172505508;172523507;0.076878;0;11.90089449;-0.345691529
"TNFSF11";"ENSG00000120659";"protein_coding";13;42562736;42608013;0.016182;-0.680754883;0.534393682;0.337756615
"TNFSF12";"ENSG00000239697";"protein_coding";17;7548891;7557890;0;-0.003918668;9.368820839;-0.071108097
"TNFSF12-TNFSF13";"ENSG00000248871";"protein_coding";17;7549099;7561601;0;0;5.588002124;0.230490035
"TNFSF13";"ENSG00000161955";"protein_coding";17;7558292;7561608;0;0;9.492784412;2.134471832
"TNFSF13B";"ENSG00000102524";"protein_coding";13;108251240;108308484;0.014294;0;3.738402984;-0.135515578
"TNFSF14";"ENSG00000125735";"protein_coding";19;6661253;6670588;0.011118;-1.180546684;1.186582339;0.986941246
"TNFSF15";"ENSG00000181634";"protein_coding";9;114784635;114806126;0.029852;-1.273858217;4.773974208;0.638760582
"TNFSF18";"ENSG00000120337";"protein_coding";1;173039960;173050963;0.003705;0;-0.294930013;-0.083981671
"TNFSF4";"ENSG00000117586";"protein_coding";1;173183734;173207313;0.005759;0;6.193236925;-0.357931327
"TNFSF8";"ENSG00000106952";"protein_coding";9;114893343;114930595;0.0429925841592902;-1.742993877;3.326274884;-1.494687722
"TNFSF9";"ENSG00000125657";"protein_coding";19;6530999;6535928;0.011118;0;2.884438936;-0.243138658
"TNIK";"ENSG00000154310";"protein_coding";3;171061339;171460408;0.090489;-0.274771244;6.163718599;0.164458503
"TNIP1";"ENSG00000145901";"protein_coding";5;151029945;151093577;0.020776;-1.534991141;11.12510125;-0.478665646
"TNIP2";"ENSG00000168884";"protein_coding";4;2741648;2756376;0.023668;-0.486331893;9.520498426;-0.485399516
"TNIP3";"ENSG00000050730";"protein_coding";4;121131408;121227466;0.017;-1.080861176;0.498351504;-0.08196151
"TNK1";"ENSG00000174292";"protein_coding";17;7380534;7389774;0.000697;-0.657266076;8.65838584;-0.048490218
"TNK2";"ENSG00000061938";"protein_coding";3;195863364;195911945;0.02859;-0.365632659;10.77633302;-0.56382929
"TNKS";"ENSG00000173273";"protein_coding";8;9555914;9782346;0.010855;-0.782025608;9.854784606;1.536741886
"TNKS1BP1";"ENSG00000149115";"protein_coding";11;57299638;57324952;0.002555;-0.036976793;12.40914945;-0.096815634
"TNKS2";"ENSG00000107854";"protein_coding";10;91798312;91865276;0.009275;-0.110371717;10.42289313;0.468829404
"TNMD";"ENSG00000000005";"protein_coding";23;100584802;100599885;0.011011;0;1.277226325;0.206327326
"TNN";"ENSG00000120332";"protein_coding";1;175067858;175148066;0.0110205;-7.01e-05;2.541904537;NA
"TNNC1";"ENSG00000114854";"protein_coding";3;52451102;52454070;0;0;4.682619258;0.149525157
"TNNC2";"ENSG00000101470";"protein_coding";20;45823214;45833745;0.039636;0;2.98261053;-0.347275969
"TNNI1";"ENSG00000159173";"protein_coding";1;201403768;201429866;0.009853;-0.788840574;6.393876111;NA
"TNNI2";"ENSG00000130598";"protein_coding";11;1838989;1841680;0.006475;0;2.159974221;0.259089175
"TNNI3";"ENSG00000129991";"protein_coding";19;55151767;55157773;0.031688;0;0.668713395;-0.146567047
"TNNI3K";"ENSG00000116783";"protein_coding";1;74235401;74544428;0.00453290119867609;0;2.7984517;0.021656897
"TNNT1";"ENSG00000105048";"protein_coding";19;55132794;55149354;0.031688;0;2.46680415;0.083810512
"TNNT2";"ENSG00000118194";"protein_coding";1;201359008;201377762;0.009853;0;2.001102423;1.943546826
